Local,Data,Etiqueta,Número,Gênero,Epíteto,tipo de coleta
Diamantina,30/1/2013,AAGARDA,7157,Hemidactylus,brasilianus,busca ativa
Diamantina,30/1/2013,AAGARDA,7158,Hemidactylus,brasilianus,busca ativa
Diamantina,30/1/2013,AAGARDA,7159,Hemidactylus,brasilianus,busca ativa
Diamantina,31/1/2013,AAGARDA,7160,Hemidactylus,brasilianus,busca ativa
Diamantina,31/1/2013,AAGARDA,7161,Tropidurus,semitaeniatus,busca ativa
Diamantina,31/1/2013,AAGARDA,7162,Tropidurus,semitaeniatus,busca ativa
Diamantina,31/1/2013,AAGARDA,7163,Tropidurus,semitaeniatus,busca ativa
Diamantina,31/1/2013,AAGARDA,7164,Tropidurus,semitaeniatus,busca ativa
Diamantina,31/1/2013,AAGARDA,7165,Cnemidophorus,ocellifer,busca ativa
Diamantina,31/1/2013,AAGARDA,7166,Cnemidophorus,ocellifer,pitfall 32
Diamantina,31/1/2013,AAGARDA,7167,Cnemidophorus,ocellifer,pitfall 10
Diamantina,31/1/2013,AAGARDA,7168,Cnemidophorus,ocellifer,pitfall 10
Diamantina,31/1/2013,AAGARDA,7169,Cnemidophorus,ocellifer,pitfall 33
Diamantina,31/1/2013,AAGARDA,7170,Cnemidophorus,ocellifer,pitfall 30
Diamantina,31/1/2013,AAGARDA,7171,Tropidurus,semitaeniatus,busca ativa
Diamantina,31/1/2013,AAGARDA,7172,Leptodactylus,furnarius,busca ativa
Diamantina,31/1/2013,AAGARDA,7173,Leptodactylus,furnarius,busca ativa
Diamantina,31/1/2013,AAGARDA,7174,Hypsiboas,albopunctatus,busca ativa
Diamantina,29/1/2013,AAGARDA,7175,Leptodactylus,mystacinus,busca ativa
Diamantina,30/1/2013,AAGARDA,7176,Scinax,sp2,busca ativa
Diamantina,2/1/2103,AAGARDA,7177,Bokermanohyla,oxente,busca ativa
Diamantina,30/1/2013,AAGARDA,7178,Cercosaura,sp.,busca ativa
Diamantina,30/1/2013,AAGARDA,7179,Polychrus,acutirostris,busca ativa
Diamantina,2/1/2103,AAGARDA,7180,Tropidurus,hispidus,busca ativa
Diamantina,2/1/2103,AAGARDA,7181,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7182,Tropidurus,semitaeniatus,busca ativa
Diamantina,31/1/2013,AAGARDA,7183,Tropidurus,semitaeniatus,busca ativa
Diamantina,31/1/2013,AAGARDA,7184,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7185,Micrablepharus,maximiliani,pitfall 28
Diamantina,2/1/2103,AAGARDA,7186,Psilophthalmus,sp.,pitfall 21
Diamantina,2/1/2103,AAGARDA,7187,Cnemidophorus,ocellifer,pitfall 32
Diamantina,2/1/2103,AAGARDA,7188,Cnemidophorus,ocellifer,pitfall 32
Diamantina,2/1/2103,AAGARDA,7189,Cnemidophorus,ocellifer,pitfall 32
Diamantina,30/1/2013,AAGARDA,7190,Psilophthalmus,sp.,pitfall 20
Diamantina,31/1/2013,AAGARDA,7191,Chironius,sp.,busca ativa
Diamantina,31/1/2013,AAGARDA,7192,Tropidurus,hispidus,busca ativa
Diamantina,2/1/2103,AAGARDA,7193,Cnemidophorus,ocellifer,pitfall 30
Diamantina,2/1/2103,AAGARDA,7194,Typhlops,sp2,pitfall 3
Diamantina,31/1/2013,AAGARDA,7195,Liophis,maryellenae,busca ativa
Diamantina,31/1/2013,AAGARDA,7196,Liophis,maryellenae,busca ativa
Diamantina,31/1/2013,AAGARDA,7197,Phylodrias,patagoniensis,busca ativa
Diamantina,2/1/2013,AAGARDA,7198,Typhlops,sp2,pitfall 22
Diamantina,31/1/2013,AAGARDA,7199,Psilophthalmus,sp.,pitfall 25
Diamantina,30/1/2013,AAGARDA,7200,Mesoclemys,sp.,busca ativa
Diamantina,31/1/2013,AAGARDA,7201,Mesoclemys,sp.,busca ativa
Diamantina,2/1/2103,AAGARDA,7202,Micrurus,sp.,busca ativa
Diamantina,2/1/2103,AAGARDA,7203,Mesoclemys,sp.,busca ativa
Diamantina,2/1/2103,AAGARDA,7204,Mesoclemys,sp.,busca ativa
Diamantina,2/1/2103,AAGARDA,7205,Mesoclemys,sp.,
Diamantina,2/1/2103,AAGARDA,7206,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7207,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7208,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7209,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7210,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7211,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7212,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7213,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7214,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7215,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7216,Hemidactylus,brasilianus,busca ativa
Diamantina,2/1/2103,AAGARDA,7217,Hemidactylus,brasilianus,busca ativa
Diamantina,2/2/2013,AAGARDA,7218,Cnemidophorus,ocellifer,busca ativa
Diamantina,2/1/2103,AAGARDA,7219,Hemidactylus,brasilianus,busca ativa
Diamantina,2/2/2013,AAGARDA,7220,Psilophthalmus,sp.,pitfall 30
Diamantina,2/2/2013,AAGARDA,7221,Typhlops,sp.,pitfall 30
Diamantina,2/2/2013,AAGARDA,7222,Cnemidophorus,ocellifer,busca ativa
Diamantina,2/2/2013,AAGARDA,7223,Cercosaura,sp.,pitfall 19
Diamantina,2/2/2013,AAGARDA,7224,Typhlops,sp.,pitfall 32
Diamantina,2/2/2013,AAGARDA,7225,Cercosaura,sp.,busca ativa
Diamantina,2/2/2013,AAGARDA,7226,Tropidurus,hispidus,busca ativa
Diamantina,2/1/2103,AAGARDA,7227,Rhinella,crucifer,busca ativa
Diamantina,2/2/2013,AAGARDA,7228,Psilophthalmus,sp.,busca ativa
Diamantina,2/2/2013,AAGARDA,7229,Phylodrias,patagoniensis,pitfall 2
Diamantina,2/1/2103,AAGARDA,7230,Leptodeira,annulata,busca ativa
Diamantina,2/2/2013,AAGARDA,7231,Phylodrias,patagoniensis,busca ativa
Diamantina,2/2/2013,AAGARDA,7232,Phylodrias,patagoniensis,busca ativa
Diamantina,2/2/2013,AAGARDA,7233,Tropidurus,hispidus,"cola, pedra"
Diamantina,2/2/2013,AAGARDA,7234,Tropidurus,semitaeniatus,"cola, pedra"
Diamantina,2/3/2013,AAGARDA,7235,Tropidurus,hispidus,busca ativa
Diamantina,2/3/2013,AAGARDA,7236,Tropidurus,hispidus,busca ativa
Diamantina,2/3/2013,AAGARDA,7237,Tropidurus,hispidus,busca ativa
Diamantina,2/3/2013,AAGARDA,7238,Cnemidophorus,ocellifer,busca ativa
Diamantina,2/3/2013,AAGARDA,7239,Tropidurus,semitaeniatus,busca ativa
Diamantina,2/3/2013,AAGARDA,7240,Tropidurus,semitaeniatus,busca ativa
Diamantina,2/3/2013,AAGARDA,7241,Tropidurus,semitaeniatus,busca ativa
Diamantina,2/2/2013,AAGARDA,7242,Physalaemus,cuvieri,busca ativa
Diamantina,2/2/2013,AAGARDA,7243,Physalaemus,cuvieri,busca ativa
Diamantina,2/2/2013,AAGARDA,7244,Leptodactylus,latrans,busca ativa
Diamantina,2/2/2013,AAGARDA,7245,Leptodactylus,latrans,busca ativa
Diamantina,2/2/2013,AAGARDA,7246,Hypsiboas,albopunctatus,busca ativa
Diamantina,2/2/2013,AAGARDA,7247,Phyllomedusa,bahiana,busca ativa
Diamantina,2/2/2013,AAGARDA,7248,Rhinella,jimi,busca ativa
Diamantina,2/3/2013,AAGARDA,7249,Psilophthalmus,sp.,pitfall 24
Diamantina,2/3/2013,AAGARDA,7250,Cnemidophorus,ocellifer,pitfall 29
Diamantina,2/2/2013,AAGARDA,7251,Tropidurus,semitaeniatus,busca ativa
Diamantina,2/2/2013,AAGARDA,7252,Hemidactylus,brasilianus,busca ativa
Serido,05/05/13,CHUFPB,5334,Cnemidophorus ,ocellifer,sem informacao
Serido,05/05/13,CHUFPB,5335,Cnemidophorus ,ocellifer,sem informacao
Serido,05/05/13,CHUFPB,5336,Cnemidophorus ,ocellifer,sem informacao
Serido,05/05/13,CHUFPB,5337,Cnemidophorus ,ocellifer,sem informacao
Serido,05/05/13,CHUFPB,5338,Cnemidophorus ,ocellifer,sem informacao
Serido,05/05/13,CHUFPB,5339,Tropidurus,hispidus,sem informacao
Serido,05/05/13,CHUFPB,5340,Tropidurus,hispidus,sem informacao
Serido,04/05/13,CHUFPB,5341,Cnemidophorus ,ocellifer,sem informacao
Serido,04/05/13,CHUFPB,5342,Cnemidophorus ,ocellifer,sem informacao
Serido,05/05/13,CHUFPB,5343,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5344,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5345,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5346,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5347,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5348,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5349,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5350,Gymnodactylus,geckoides,sem informacao
Serido,06/05/13,CHUFPB,5351,Gymnodactylus,geckoides,sem informacao
Serido,06/05/13,CHUFPB,5352,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5353,Vanzosaura,rubricauda,sem informacao
Serido,05/05/13,CHUFPB,5354,Vanzosaura,rubricauda,sem informacao
Serido,05/05/13,CHUFPB,5355,Gymnodactylus,geckoides,sem informacao
Serido,05/05/13,CHUFPB,5356,Rhinella,granulosa,busca ativa
Serido,05/05/13,CHUFPB,5357,Leptodactylus,macrosternum,busca ativa
Serido,04/05/13,CHUFPB,5358,Leptodactylus,vastus,sem informacao
Serido,04/05/13,CHUFPB,5359,Phyllopezus,pollicaris,sem informacao
Serido,04/05/13,CHUFPB,5360,Liothyphlops,sp.,sem informacao
Serido,04/05/13,CHUFPB,5361,Hemidactylus,sp.,sem informacao
Serido,04/05/13,CHUFPB,5362,Scinax ,x-signatus,sem informacao
Serido,04/05/13,CHUFPB,5363,Dendropsophus,raniceps,sem informacao
Serido,04/05/13,CHUFPB,5364,Dendropsophus,nanus,sem informacao
Serido,04/05/13,CHUFPB,5365,Leptodactylus,macrosternum,sem informacao
Serido,04/05/13,CHUFPB,5366,Leptodactylus,macrosternum,sem informacao
Serido,04/05/13,CHUFPB,5367,Leptodactylus,macrosternum,sem informacao
Serido,04/05/13,CHUFPB,5368,Leptodactylus,macrosternum,sem informacao
Serido,04/05/13,CHUFPB,5369,Leptodactylus,macrosternum,sem informacao
Serido,04/05/13,CHUFPB,5370,Leptodactylus,macrosternum,sem informacao
Serido,04/05/13,CHUFPB,5371,Rhinella,jimi,sem informacao
Serido,04/05/13,CHUFPB,5372,Rhinella,jimi,sem informacao
Serido,06/05/13,CHUFPB,5373,Cnemidophorus ,ocellifer,pit 10
Serido,06/05/13,CHUFPB,5374,Cnemidophorus ,ocellifer,pit 14
Serido,06/05/13,CHUFPB,5375,Cnemidophorus ,ocellifer,pit 15
Serido,06/05/13,CHUFPB,5376,Cnemidophorus ,ocellifer,pit 1
Serido,06/05/13,CHUFPB,5377,Cnemidophorus ,ocellifer,pit 12
Serido,06/05/13,CHUFPB,5378,Cnemidophorus ,ocellifer,pit 2
Serido,06/05/13,CHUFPB,5379,Cnemidophorus ,ocellifer,sem informacao
Serido,06/05/13,CHUFPB,5380,Cnemidophorus ,ocellifer,pit 22
Serido,06/05/13,CHUFPB,5381,Tropidurus,hispidus,pit 24
Serido,06/05/13,CHUFPB,5382,Tropidurus,semitaeniatus,pit 8
Serido,06/05/13,CHUFPB,5383,Tropidurus,hispidus,pit 8
Serido,06/05/13,CHUFPB,5384,Tropidurus,hispidus,sem informacao
Serido,06/05/13,CHUFPB,5385,Gymnodactylus,geckoides,pit 17
Serido,06/05/13,CHUFPB,5386,Gymnodactylus,geckoides,pit 17
Serido,06/05/13,CHUFPB,5387,Gymnodactylus,geckoides,pit17
Serido,06/05/13,CHUFPB,5388,Vanzosaura,rubricauda,pit 2
Serido,05/05/13,CHUFPB,5389,Leptodactylus,macrosternum,pit 11
Serido,05/05/13,CHUFPB,5390,Leptodactylus,macrosternum,pit 11
Serido,05/05/13,CHUFPB,5391,Leptodactylus,macrosternum,pit 18
Serido,05/05/13,CHUFPB,5392,Leptodactylus,fuscus,pit 6
Serido,05/05/13,CHUFPB,5393,Leptodactylus,macrosternum,pit 5
Serido,05/05/13,CHUFPB,5394,Leptodactylus,macrosternum,pit 5
Serido,05/05/13,CHUFPB,5395,Leptodactylus,macrosternum,pit 6
Serido,05/05/13,CHUFPB,5396,Leptodactylus,macrosternum,pit 12
Serido,05/05/13,CHUFPB,5397,Leptodactylus,macrosternum,pit 12
Serido,05/05/13,CHUFPB,5398,Leptodactylus,fuscus,pit 12
Serido,05/05/13,CHUFPB,5399,Leptodactylus,fuscus,pit 2
Serido,05/05/13,CHUFPB,5400,Leptodactylus,macrosternum,pit 2
Serido,05/05/13,CHUFPB,5401,Rhinella,jimi,pit 2
Serido,05/05/13,CHUFPB,5402,Rhinella,jimi,pit 2
Serido,05/05/13,CHUFPB,5403,Rhinella,jimi,pit 2
Serido,05/05/13,CHUFPB,5404,Rhinella,jimi,pit 2
Serido,05/05/13,CHUFPB,5405,Leptodactylus,troglodytes,pit 21
Serido,05/05/13,CHUFPB,5406,Leptodactylus,troglodytes,pit 21
Serido,05/05/13,CHUFPB,5407,Leptodactylus,troglodytes,pit 21
Serido,05/05/13,CHUFPB,5408,Leptodactylus,troglodytes,pit 21
Serido,05/05/13,CHUFPB,5409,Tupinambis,merianae,sem informacao
Serido,05/05/13,CHUFPB,5410,Pseudoboa,nigra,sem informacao
Serido,06/05/13,CHUFPB,5411,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5412,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5413,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5414,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5415,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5416,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5417,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5418,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5419,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5420,Leptodactylus,macrosternum,busca ativa
Serido,06/05/13,CHUFPB,5421,Scinax,x-signatus,busca ativa
Serido,06/05/13,CHUFPB,5422,Leptodactylus,fuscus,busca ativa
Serido,06/05/13,CHUFPB,5423,Rhinella,jimi,busca ativa
Serido,07/05/13,CHUFPB,5424,Rhinella,granulosa,pit 2
Serido,07/05/13,CHUFPB,5425,Leptodactylus,fuscus,pit 2
Serido,07/05/13,CHUFPB,5426,Leptodactylus,fuscus,pit2
Serido,07/05/13,CHUFPB,5427,Leptodactylus,fuscus,pit 2
Serido,07/05/13,CHUFPB,5428,Leptodactylus,fuscus,pit 6
Serido,07/05/13,CHUFPB,5429,Rhinella,jimi,pit 18
Serido,07/05/13,CHUFPB,5430,Rhinella,granulosa,pit 6
Serido,07/05/13,CHUFPB,5431,Rhinella,jimi,pit 1
Serido,07/05/13,CHUFPB,5432,Tropidurus,hispidus,pit 1
Serido,07/05/13,CHUFPB,5433,Tropidurus,hispidus,pit 19
Serido,07/05/13,CHUFPB,5434,Gymnodactylus,geckoides,pit 21
Serido,07/05/13,CHUFPB,5435,Leptodactylus,macrosternum,sem informacao
Serido,07/05/13,CHUFPB,5436,Leptodactylus,macrosternum,sem informacao
Serido,07/05/13,CHUFPB,5437,Leptodactylus,fuscus,sem informacao
Serido,07/05/13,CHUFPB,5438,Leptodactylus,macrosternum,sem informacao
Serido,07/05/13,CHUFPB,5439,Leptodactylus,macrosternum,sem informacao
Serido,07/05/13,CHUFPB,5440,Leptodactylus,macrosternum,sem informacao
Serido,07/05/13,CHUFPB,5441,Leptodactylus,fuscus,sem informacao
Serido,07/05/13,CHUFPB,5442,Leptodactylus,fuscus,sem informacao
Serido,07/05/13,CHUFPB,5443,Leptodactylus,fuscus,sem informacao
Serido,07/05/13,CHUFPB,5444,Leptodactylus,macrosternum,sem informacao
Serido,07/05/13,CHUFPB,5445,Leptodactylus,macrosternum,sem informacao
Serido,07/05/13,CHUFPB,5446,Physalaemus,kroyeri,busca ativa
Serido,07/05/13,CHUFPB,5447,Proceratophrys,cristiceps,busca ativa
Serido,07/05/13,CHUFPB,5448,Leptodactylus,macrosternum,busca ativa
Serido,07/05/13,CHUFPB,5449,Gymnodactylus,geckoides,pit 23
Serido,07/05/13,CHUFPB,5450,Phyllopezus,pollicaris,cola do pit 10
Serido,07/05/13,CHUFPB,5451,Pseudopaludicola,pocoto,busca ativa
Serido,07/05/13,CHUFPB,5452,Corythomantis,greeningi,busca ativa
Serido,07/05/13,CHUFPB,5453,Corythomantis,greeningi,busca ativa
Serido,07/05/13,CHUFPB,5454,Corythomantis,greeningi,busca ativa
Serido,07/05/13,CHUFPB,5455,Corythomantis,greeningi,busca ativa
Serido,08/05/13,CHUFPB,5456,Corythomantis,greeningi,pit 20
Serido,08/05/13,CHUFPB,5457,Gymnodactylus,geckoides,pit 22
Serido,08/05/13,CHUFPB,5458,Gymnodactylus,geckoides,pit 19
Serido,08/05/13,CHUFPB,5459,Gymnodactylus,geckoides,pit 19
Serido,08/05/13,CHUFPB,5460,Gymnodactylus,geckoides,pit 19
Serido,08/05/13,CHUFPB,5461,Gymnodactylus,geckoides,pit 19
Serido,08/05/13,CHUFPB,5462,Gymnodactylus,geckoides,pit 17
Serido,08/05/13,CHUFPB,5463,Gymnodactylus,geckoides,pit 18
Serido,08/05/13,CHUFPB,5464,Gymnodactylus,geckoides,pit 8
Serido,08/05/13,CHUFPB,5465,Tropidurus,hispidus,cola pit 10
Serido,08/05/13,CHUFPB,5466,Gymnodactylus,geckoides,pit ????
Serido,08/05/13,CHUFPB,5467,Gymnodactylus,geckoides,pit 22
Serido,08/05/13,CHUFPB,5468,Gymnodactylus,geckoides,pit 9
Serido,08/05/13,CHUFPB,5469,Phyllopezus,pollicaris,cola pit 6
Serido,08/05/13,CHUFPB,5470,Epictia,borapeliotes,pit 6
Serido,08/05/13,CHUFPB,5471,Lygodactylus,klugei,cola do pit 3
Serido,08/05/13,CHUFPB,5472,Physalaemus,cuvieri,pit 3
Serido,08/05/13,CHUFPB,5473,Rhinella,jimi,pit 6
Serido,08/05/13,CHUFPB,5474,Leptodactylus,troglodytes,pit 22
Serido,08/05/13,CHUFPB,5475,Rhinella,jimi,pit 2
Serido,08/05/13,CHUFPB,5476,Rhinella,jimi,pit 2
Serido,07/05/13,CHUFPB,5477,Dermatonotus,muelleri,busca ativa
Serido,09/05/13,CHUFPB,5478,Tropidurus,semitaeniatus,busca ativa
Serido,09/05/13,CHUFPB,5479,Tropidurus,semitaeniatus,busca ativa
Serido,09/05/13,CHUFPB,5480,Tropidurus,semitaeniatus,busca ativa
Serido,09/05/13,CHUFPB,5481,Tropidurus,hispidus,pit 21
Serido,09/05/13,CHUFPB,5482,Tropidurus,hispidus,pit 24
Serido,08/05/13,CHUFPB,5483,Tropidurus,hispidus,Cola
Serido,08/05/13,CHUFPB,5484,Tropidurus,hispidus,Cola
Serido,09/05/13,CHUFPB,5485,Tropidurus,hispidus,cola do pit 10
Serido,06/05/13,CHUFPB,5486,Oxyrhopus,trigeminus,busca ativa
Serido,09/05/13,CHUFPB,5487,Gymnodactylus,geckoides,pit 17
Serido,09/05/13,CHUFPB,5488,Vanzosaura,rubricauda,pit 13
Serido,09/05/13,CHUFPB,5489,Vanzosaura,rubricauda,pit 22
Serido,09/05/13,CHUFPB,5490,Vanzosaura,rubricauda,pit 1
Serido,09/05/13,CHUFPB,5491,Tropidurus,hispidus,pit 8
Serido,09/05/13,CHUFPB,5492,Epictia,borapeliotes,pit 23
Serido,09/05/13,CHUFPB,5493,Epictia,borapeliotes,pit 23
Serido,09/05/13,CHUFPB,5494,Epictia,borapeliotes,pit 19
Serido,09/05/13,CHUFPB,5495,Tropidurus,hispidus,pit 3
Serido,09/05/13,CHUFPB,5496,Lygodactylus,klugei,cola pit 6
Serido,09/05/13,CHUFPB,5497,Vanzosaura,rubricauda,pit 6
Serido,09/05/13,CHUFPB,5498,Lygodactylus,klugei,cola pit 16
Serido,09/05/13,CHUFPB,5499,Lygodactylus,klugei,pit 16
Serido,08/05/13,CHUFPB,5500,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5501,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5502,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5503,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5504,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5505,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5506,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5507,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5508,Pseudopaludicola,pocoto,busca ativa
Serido,08/05/13,CHUFPB,5509,Pseudopaludicola,pocoto,busca ativa
Serido,09/05/13,CHUFPB,5510,Leptodactylus,macrosternum,pit 3
Serido,08/05/13,CHUFPB,5511,Leptodactylus,macrosternum,busca ativa
Serido,08/05/13,CHUFPB,5512,Leptodactylus,macrosternum,busca ativa
Serido,08/05/13,CHUFPB,5513,Leptodactylus,macrosternum,busca ativa
Serido,08/05/13,CHUFPB,5514,Leptodactylus,macrosternum,busca ativa
Serido,08/05/13,CHUFPB,5515,Leptodactylus,macrosternum,busca ativa
Serido,08/05/13,CHUFPB,5516,Leptodactylus,macrosternum,busca ativa
Serido,08/05/13,CHUFPB,5517,Leptodactylus,macrosternum,busca ativa
Serido,08/05/13,CHUFPB,5518,Leptodactylus,macrosternum,busca ativa
Serido,08/05/13,CHUFPB,5519,Leptodactylus,macrosternum,busca ativa
Serido,09/05/13,CHUFPB,5520,Rhinella,jimi,pit 6
Serido,09/05/13,CHUFPB,5521,Rhinella,jimi,pit 5
Serido,09/05/13,CHUFPB,5522,Rhinella,jimi,pit 5
Serido,09/05/13,CHUFPB,5523,Rhinella,jimi,pit 5
Serido,09/05/13,CHUFPB,5524,Rhinella,jimi,pit 2
Serido,09/05/13,CHUFPB,5525,Leptodactylus,fuscus,pit 5
Serido,09/05/13,CHUFPB,5526,Physalaemus,kroyeri,busca ativa
Serido,09/05/13,CHUFPB,5527,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5528,Proceratophrys,cristiceps,busca ativa
Serido,09/05/13,CHUFPB,5529,Pleurodema,diplolister,busca ativa
Serido,10/05/13,CHUFPB,5530,Rhinella,granulosa,pit 30
Serido,10/05/13,CHUFPB,5531,Rhinella,granulosa,pit 29
Serido,10/05/13,CHUFPB,5532,Rhinella,granulosa,sem informacao
Serido,10/05/13,CHUFPB,5533,Rhinella,granulosa,pit 35
Serido,10/05/13,CHUFPB,5534,Rhinella,granulosa,pit 32
Serido,10/05/13,CHUFPB,5535,Rhinella,granulosa,pit 37
Serido,10/05/13,CHUFPB,5536,Rhinella,granulosa,pit 24
Serido,10/05/13,CHUFPB,5537,Rhinella,granulosa,pit 24
Serido,10/05/13,CHUFPB,5538,Rhinella,granulosa,pit 25
Serido,10/05/13,CHUFPB,5539,Rhinella,granulosa,pit 25
Serido,10/05/13,CHUFPB,5540,Rhinella,granulosa,pit 25
Serido,10/05/13,CHUFPB,5541,Corythomantis,greeningi,pit 25
Serido,10/05/13,CHUFPB,5542,Corythomantis,greeningi,busca ativa
Serido,10/05/13,CHUFPB,5543,Corythomantis,greeningi,busca ativa
Serido,10/05/13,CHUFPB,5544,Corythomantis,greeningi,busca ativa
Serido,09/05/13,CHUFPB,5545,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5546,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5547,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5548,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5549,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5550,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5551,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5552,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5553,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5554,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5555,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5556,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5557,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5558,Pleurodema,diplolister,busca ativa
Serido,09/05/13,CHUFPB,5559,Pseudopaludicola,pocoto,busca ativa
Serido,09/05/13,CHUFPB,5560,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5561,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5562,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5563,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5564,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5565,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5566,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5567,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5568,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5569,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5570,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5571,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5572,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5573,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5574,Physalaemus,cicada,busca ativa
Serido,09/05/13,CHUFPB,5575,Rhinella,jimi,busca ativa
Serido,09/05/13,CHUFPB,5576,Rhinella,jimi,busca ativa
Serido,09/05/13,CHUFPB,5577,Rhinella,jimi,pit 27
Serido,10/05/13,CHUFPB,5578,Rhinella,jimi,pit 32
Serido,10/05/13,CHUFPB,5579,Rhinella,granulosa,pit 32
Serido,10/05/13,CHUFPB,5580,Leptodactylus,macrosternum,pit 32
Serido,10/05/13,CHUFPB,5581,Leptodactylus,troglodytes,pit 22
Serido,10/05/13,CHUFPB,5582,Leptodactylus,troglodytes,pit 22
Serido,09/05/13,CHUFPB,5583,Proceratophrys,cristiceps,busca ativa
Serido,09/05/13,CHUFPB,5584,Phyllomedusa,nordestina,busca ativa
Serido,08/05/13,CHUFPB,5585,Phyllomedusa,nordestina,busca ativa
Serido,08/05/13,CHUFPB,5586,Phyllomedusa,nordestina,busca ativa
Serido,10/05/13,CHUFPB,5587,Leptodactylus,troglodytes,pit 31
Serido,10/05/13,CHUFPB,5588,Leptodactylus,macrosternum,pit 28
Serido,10/05/13,CHUFPB,5589,Leptodactylus,macrosternum,pit 28
